fid,koda_obm,nv_status,ime_obm,nv_kratka_oznaka,nv_zvrsti,nv_pomen,nv_rezim_vstop,nv_koord_e,nv_koord_n,geometry
ZOS_NV_PNT_JAME.15683,49891,,Medvedov kevderc,Vodoravna jama,geomorfp,državni,3,482411,54698,POINT (482411.1036 54697.7715000007)
ZOS_NV_PNT_JAME.15687,49895,,Brezno v Ravnem bukovju 2,Brezno,geomorfp,državni,3,513315,58210,POINT (513315.4413 58210.1292000003)
ZOS_NV_PNT_JAME.15694,49902,,Lipčni dol 1,Brezno,geomorfp,državni,3,483058,76360,POINT (483057.6199 76359.5700000003)
ZOS_NV_PNT_JAME.15699,49907,,Brezno pod Bobnovo jamo,Brezno,geomorfp,državni,3,483724,75941,POINT (483723.611 75940.5517999995)
ZOS_NV_PNT_JAME.15706,49914,,Sta 8 (Starod),Brezno,geomorfp,državni,3,435948,39276,POINT (435947.6672 39276.1459999997)
ZOS_NV_PNT_JAME.15713,49921,,St 57 (Stržen),Brezno,geomorfp,državni,3,433428,39866,POINT (433427.6499 39866.1640000008)
ZOS_NV_PNT_JAME.15720,49928,,Gz 15 (Gozdičje),Poševno ali stopnjasto brezno,geomorfp,državni,3,422798,43916,POINT (422797.5411 43916.3071999997)
ZOS_NV_PNT_JAME.15727,49935,,Elektro brezno,Brezno,geomorfp,državni,3,397102,78369,POINT (397101.5166 78369.193)
ZOS_NV_PNT_JAME.12648,46856,,Brezno pod Grelcem,Brezno,geomorfp,državni,3,478833,57782,POINT (478833 57782)
ZOS_NV_PNT_JAME.12653,46861,,Jama pod Peščenikom,"Spodmol, kevdrc",geomorfp,državni,3,483573,54256,POINT (483573.0863 54255.7932999991)
ZOS_NV_PNT_JAME.12658,46866,,Jama 4 v kotlu,Jama z bazeni nakapane vode,geomorfp,državni,3,477616,47820,POINT (477616 47820)
ZOS_NV_PNT_JAME.12667,46875,,D-7 (Triglavski podi),Brezno,geomorfp,državni,3,409269,137208,POINT (409268.8159 137208.0866)
ZOS_NV_PNT_JAME.12678,46886,,Totalitarno brezno,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,414408,92147,POINT (414408.0953 92147.0015999991)
ZOS_NV_PNT_JAME.12685,46893,,Jama pri Barbari,Brezno,geomorfp,državni,3,485299,92406,POINT (485299.0699 92405.7310000006)
ZOS_NV_PNT_JAME.12691,46899,,Jama v Paradižah,Vodoravna jama,geomorfp,državni,3,438929,100937,POINT (438928.782 100936.837400001)
ZOS_NV_PNT_JAME.12697,46905,,Brezno pod žičnico,Brezno,geomorfp,državni,3,429849,122198,POINT (429849.0092 122197.5088)
ZOS_NV_PNT_JAME.12704,46912,,Odkopana jama,Brezno,geomorfp,državni,3,437079,124628,POINT (437079 124628)
ZOS_NV_PNT_JAME.12711,46919,,Ho 1,"Spodmol, kevdrc",geomorfp,državni,3,423858,48636,POINT (423857.6172 48636.3204999994)
ZOS_NV_PNT_JAME.12728,46936,,Štinglc,Brezno,geomorfp,državni,3,425028,79087,POINT (425028.068 79086.6027000006)
ZOS_NV_PNT_JAME.14081,48289,,M23,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,404319,123688,POINT (404318.5248 123687.961300001)
ZOS_NV_PNT_JAME.14085,48293,,Luknja pod Toncovim gradom,Brezno,geomorfp,državni,3,390688,125258,POINT (390688.3953 125258.341399999)
ZOS_NV_PNT_JAME.14090,48298,,Žabje brezno na Cvetju,Brezno,geomorfp,državni,3,402078,113458,POINT (402078.4269 113457.7499)
ZOS_NV_PNT_JAME.14095,48303,,O-96,Brezno,geomorfp,državni,3,382278,136449,POINT (382278.4679 136448.5406)
ZOS_NV_PNT_JAME.14100,48308,,Gričnica,"Spodmol, kevdrc",geomorfp,državni,3,465956,80780,POINT (465955.6505 80780.0888)
ZOS_NV_PNT_JAME.6933,41141,,Jama pri Štefakovi pečini,Vodoravna jama,geomorfp,državni,3,422613,49386,POINT (422612.6055 49386.3461000007)
ZOS_NV_PNT_JAME.6960,41168,,Jama pri Vojkovi plošči,"Spodmol, kevdrc",geomorfp,državni,3,423628,92487,POINT (423628.4353 92486.9514000006)
ZOS_NV_PNT_JAME.7019,41227,,Pokrovc jama,Jama/brezno,geomorfp,državni,3,420729,132888,POINT (420729 132888)
ZOS_NV_PNT_JAME.7043,41251,,Jama 1 pri Gutenbergovi koči,Brezno s snegom,geomorfp,državni,3,476820,132816,POINT (476819.9708 132816.4394)
ZOS_NV_PNT_JAME.7080,41288,,Mravljinčni hrib,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,464029,82036,POINT (464028.6786 82036.1691999994)
ZOS_NV_PNT_JAME.7107,41315,,Jama pod Stolcem nad Zalošami,"Spodmol, kevdrc",geomorfp,državni,3,441810,129437,POINT (441809.5289 129437.2969)
ZOS_NV_PNT_JAME.7026,41234,,Kajevka jama,"Spodmol, kevdrc",geomorfp,državni,3,434309,130179,POINT (434309 130179)
ZOS_NV_PNT_JAME.7041,41249,,Jama v Stari oselici,Jama/brezno,geomorfp,državni,3,428809,108017,POINT (428808.7846 108017.1524)
ZOS_NV_PNT_JAME.7047,41255,,Snežnica na Raduhi,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,481834,141035,POINT (481834 141035)
ZOS_NV_PNT_JAME.7053,41261,,Nandetova jama,"Spodmol, kevdrc",geomorfp,državni,3,468120,132757,POINT (468120 132757)
ZOS_NV_PNT_JAME.7062,41270,,Mali džot,Vodoravna jama,geomorfp,državni,3,518652,34549,POINT (518652 34549)
ZOS_NV_PNT_JAME.7066,41274,,Majganica,Poševno ali stopnjasto brezno,geomorfp,državni,3,513744,34558,POINT (513744 34558)
ZOS_NV_PNT_JAME.7071,41279,,Snežna jama pri Glažuti,Vodoravna jama,geomorfp,državni,3,476560,59740,POINT (476560 59740)
ZOS_NV_PNT_JAME.7078,41286,,Počivavov brezen,Brezno,geomorfp,državni,3,447922,138963,POINT (447922 138963)
ZOS_NV_PNT_JAME.7086,41294,,Medvedova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,505059,76054,POINT (505059 76054)
ZOS_NV_PNT_JAME.7101,41309,,Jama v oddelku 17 revir Ravne,Brezno,geomorfp,državni,3,477916,53945,POINT (477916 53945)
ZOS_NV_PNT_JAME.7109,41317,,Jama 2 na Pokljuki,Jama/brezno,geomorfp,državni,3,424359,133688,POINT (424359.1534 133687.802300001)
ZOS_NV_PNT_JAME.7118,41326,,Brezno 5 na Jelovici,Brezno,geomorfp,državni,3,434619,129001,POINT (434619.2531 129001.468)
ZOS_NV_PNT_JAME.7125,41333,,Jama 2 pri Gorjušah,Jama/brezno,geomorfp,državni,3,426209,130518,POINT (426209.0844 130517.7228)
ZOS_NV_PNT_JAME.7133,41341,,Janharjeva jama,Jama občasni izvir,geomorfp,državni,3,454678,115290,POINT (454678 115290)
ZOS_NV_PNT_JAME.6461,40669,,Ledena jama pri Kunču,Jama s stalnim ledom,geomorfp,državni,2,498396,65539,POINT (498396 65539)
ZOS_NV_PNT_JAME.6471,40679,,Jama na Leščini,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,538988,78483,POINT (538988 78483)
ZOS_NV_PNT_JAME.6475,40683,,Brezno na Kamnu,Brezno,geomorfp,državni,3,463903,82873,POINT (463903 82873)
ZOS_NV_PNT_JAME.6480,40688,,Pavlinova jama,Vodoravna jama,geomorfp,državni,3,402128,94397,POINT (402128.0201 94397.2684000004)
ZOS_NV_PNT_JAME.6506,40714,,Galetovo brezno 1,Poševno ali stopnjasto brezno,geomorfp,državni,3,449749,87247,POINT (449748.6578 87246.5471999999)
ZOS_NV_PNT_JAME.6515,40723,,Miškotova jama v Lokah,"Jama občasni ponor ob občasnem toku, Jamski sistem",geomorfp,državni,3,413747,50997,POINT (413747 50997)
ZOS_NV_PNT_JAME.6524,40732,,Jama ob poti na Reber,"Spodmol, kevdrc",geomorfp,državni,3,493666,42763,POINT (493665.9788 42763.4494000003)
ZOS_NV_PNT_JAME.7999,42207,,Kovačev brezen,Poševno ali stopnjasto brezno,geomorfp,državni,3,452382,74103,POINT (452382 74103)
ZOS_NV_PNT_JAME.8005,42213,,Krmelka,Brezno,geomorfp,državni,3,478343,72516,POINT (478343.4329 72515.7344000004)
ZOS_NV_PNT_JAME.8012,42220,,Brezno ob Selški poti,Brezno,geomorfp,državni,3,430968,64886,POINT (430967.9323 64886.3579999991)
ZOS_NV_PNT_JAME.8017,42225,,Snežna konta pri Velem polju,Jama s snegom,geomorfp,državni,3,410479,137018,POINT (410478.8371 137018.067500001)
ZOS_NV_PNT_JAME.8029,42237,,Brezno 3 pod Šmarjetno glavo,Brezno,geomorfp,državni,3,409549,136758,POINT (409548.8122 136758.0736)
ZOS_NV_PNT_JAME.8043,42251,,Snežno brezno 2 na Hribaricah,Jama s snegom,geomorfp,državni,3,408589,135598,POINT (408588.7679 135598.0612)
ZOS_NV_PNT_JAME.8049,42257,,Špranja 3 pod Vršaki,Brezno s snegom,geomorfp,državni,3,408469,135618,POINT (408468.7658 135618.063300001)
ZOS_NV_PNT_JAME.8054,42262,,Brezno 3 severno od Vršakov,Brezno,geomorfp,državni,3,408379,135738,POINT (408378.7664 135738.067)
ZOS_NV_PNT_JAME.8064,42272,,Prepad pod Zadnjo lopo,Jama s snegom,geomorfp,državni,3,407059,135888,POINT (407058.7421 135888.0867)
ZOS_NV_PNT_JAME.8073,42281,,Udor na Prehodavcih,Brezno,geomorfp,državni,3,407229,136328,POINT (407228.7548 136328.093800001)
ZOS_NV_PNT_JAME.8078,42286,,Veliki zjot,Brezno,geomorfp,državni,3,502193,41913,POINT (502193 41913)
ZOS_NV_PNT_JAME.8084,42292,,Brezno zahodno od koče v Graščici,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,502825,42776,POINT (502825 42776)
ZOS_NV_PNT_JAME.8089,42297,,Prepad na poti proti Travniku,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,505963,52494,POINT (505963 52494)
ZOS_NV_PNT_JAME.8096,42304,,Lindeška jama,Vodoravna jama,geomorfp,državni,3,524816,134705,POINT (524816 134705)
ZOS_NV_PNT_JAME.8103,42311,,Jama v Cerovcu,Brezno,geomorfp,državni,3,472449,84876,POINT (472448.6902 84875.9752999991)
ZOS_NV_PNT_JAME.8107,42315,,Bezgovica,Vodoravna jama,geomorfp,državni,3,517728,53677,POINT (517728 53677)
ZOS_NV_PNT_JAME.8625,42833,,Brezno v Pšeničnem dolu,Poševno ali stopnjasto brezno,geomorfp,državni,3,443087,80959,POINT (443087.4603 80958.5042000003)
ZOS_NV_PNT_JAME.8630,42838,,Zijalka v Stolpiču,Vodoravna jama,geomorfp,državni,3,476000,138117,POINT (476000.1426 138116.556600001)
ZOS_NV_PNT_JAME.8635,42843,,Brezno 5 pod Velikim Špičjem,Brezno s snegom,geomorfp,državni,3,404869,133568,POINT (404868.6725 133568.100299999)
ZOS_NV_PNT_JAME.8640,42848,,Brezno 12 pod Velikim Špičjem,Brezno,geomorfp,državni,3,404919,133478,POINT (404918.6721 133478.098999999)
ZOS_NV_PNT_JAME.8646,42854,,Vidoševa krčevina,Brezno,geomorfp,državni,3,511168,40465,POINT (511168.2524 40465.0876000002)
ZOS_NV_PNT_JAME.8650,42858,,Goršetova jama,"Spodmol, kevdrc",geomorfp,državni,3,512048,40145,POINT (512048.2594 40145.0670999996)
ZOS_NV_PNT_JAME.8673,42881,,Rupa na Brodu,Jama s stalnim tokom,geomorfp,državni,3,511292,72175,POINT (511292 72175)
ZOS_NV_PNT_JAME.8678,42886,,Brezno pri Velikih vratih,Brezno s stalnim ledom,geomorfp,državni,3,403229,131848,POINT (403228.6351 131848.1324)
ZOS_NV_PNT_JAME.8685,42893,,Darkotova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,439622,67941,POINT (439622 67941)
ZOS_NV_PNT_JAME.8692,42900,,Brezno v Mežečevem talu,Poševno ali stopnjasto brezno,geomorfp,državni,3,442669,83724,POINT (442669 83724)
ZOS_NV_PNT_JAME.8698,42906,,Brezno pri Brstoni,Poševno ali stopnjasto brezno,geomorfp,državni,3,441978,83017,POINT (441978.4667 83016.5950000007)
ZOS_NV_PNT_JAME.8705,42913,,Brezno pod Pečnim vrhom,Poševno ali stopnjasto brezno,geomorfp,državni,3,440368,71318,POINT (440368 71318)
ZOS_NV_PNT_JAME.8380,42588,,A 5 (Kanin),Poševno ali stopnjasto brezno,geomorfp,državni,3,380078,136569,POINT (380078.4281 136568.5855)
ZOS_NV_PNT_JAME.8384,42592,,D 1 (Kanin),Brezno s snegom,geomorfp,državni,3,382548,134829,POINT (382548.4726 134828.519200001)
ZOS_NV_PNT_JAME.8389,42597,,D 9 (Kanin),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,382348,134899,POINT (382348.4729 134898.5207)
ZOS_NV_PNT_JAME.8393,42601,,E 2 (Kanin),Brezno s snegom,geomorfp,državni,3,382788,134839,POINT (382788.4727 134838.519099999)
ZOS_NV_PNT_JAME.8398,42606,,Brezno petorčki,Brezno s snegom,geomorfp,državni,3,382708,135029,POINT (382708.4732 135028.523399999)
ZOS_NV_PNT_JAME.8402,42610,,F 8 (Kanin),Poševno ali stopnjasto brezno,geomorfp,državni,3,382918,134889,POINT (382918.4727 134888.520300001)
ZOS_NV_PNT_JAME.8407,42615,,H 3 (Kanin),Poševno ali stopnjasto brezno,geomorfp,državni,3,382618,136669,POINT (382618.4666 136668.542400001)
ZOS_NV_PNT_JAME.8412,42620,,F 9 (Kanin),Brezno s snegom,geomorfp,državni,3,382628,134489,POINT (382628.4694 134488.5131)
ZOS_NV_PNT_JAME.8423,42631,,Medvedka,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,425928,79787,POINT (425928.0974 79786.6140999999)
ZOS_NV_PNT_JAME.16644,50852,,Brezno pri Vratnicah,Brezno,geomorfp,državni,3,502057,80014,POINT (502056.9244 80014.2340999991)
ZOS_NV_PNT_JAME.16651,50859,,Jama na Šorčevi parceli,Vodoravna jama,geomorfp,državni,3,487976,78065,POINT (487975.7207 78065.4759)
ZOS_NV_PNT_JAME.16658,50866,,Mavrahovo brezno,Brezno,geomorfp,državni,3,486516,53001,POINT (486516.0607 53000.7682000007)
ZOS_NV_PNT_JAME.16664,50872,,Divina špranjca,Brezno,geomorfp,državni,3,433796,39248,POINT (433795.6467 39248.1567000002)
ZOS_NV_PNT_JAME.17899,52107,,Brezno na Špicu,Poševno ali stopnjasto brezno,geomorfp,državni,3,485908,124963,POINT (485907.9426 124963.1491)
ZOS_NV_PNT_JAME.17903,52111,,Požešč 2,Vodoravna jama,geomorfp,državni,3,481867,125477,POINT (481866.8687 125477.281099999)
ZOS_NV_PNT_JAME.17908,52116,,Brezno nad Marovtovo jamo,Poševno ali stopnjasto brezno,geomorfp,državni,3,501483,129529,POINT (501483.2324 129528.662)
ZOS_NV_PNT_JAME.17913,52121,,Brezno pri zlati bukvi,Brezno,geomorfp,državni,3,430822,39811,POINT (430821.6229 39811.1786000002)
ZOS_NV_PNT_JAME.17922,52130,,Laška,Brezno,geomorfp,državni,3,403039,126994,POINT (403038.5766 126994.0868)
ZOS_NV_PNT_JAME.17933,52141,,Jama Globoščica,Brezno,geomorfp,državni,3,391609,77093,POINT (391609.4001 77093.2774)
ZOS_NV_PNT_JAME.17939,52147,,Jama za obračališčem 1,Vodoravna jama,geomorfp,državni,3,484916,54606,POINT (484916.1037 54605.8351000007)
ZOS_NV_PNT_JAME.17945,52153,,Jama dvojnega brezna,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,443352,84421,POINT (443352 84421)
ZOS_NV_PNT_JAME.17951,52159,,Pečina v Devnicah,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,433593,59381,POINT (433593 59381)
ZOS_NV_PNT_JAME.17963,52171,,Brezno 4 pod Svetim Križem,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,509560,49912,POINT (509560 49912)
ZOS_NV_PNT_JAME.17969,52177,,Jama nad Kristlerjem,Vodoravna jama,geomorfp,državni,3,494459,67438,POINT (494459 67438)
ZOS_NV_PNT_JAME.14104,48312,,Jama na Šmarjetni gori,Brezno,geomorfp,državni,3,448929,122887,POINT (448929.4342 122887.059)
ZOS_NV_PNT_JAME.14109,48317,,Rudnik na Vretenu,Poševno ali stopnjasto brezno,geomorfp,državni,3,437766,128498,POINT (437766.3503 128498.3805)
ZOS_NV_PNT_JAME.14116,48324,,Jama pod Rakitnim vrhom,Brezno,geomorfp,državni,3,448668,47616,POINT (448668.051 47615.9275000002)
ZOS_NV_PNT_JAME.14123,48331,,Jama pod Sviščaki,Brezno,geomorfp,državni,3,453848,48386,POINT (453848.1509 48385.8853999991)
ZOS_NV_PNT_JAME.14128,48336,,Skeden 2,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,442768,47106,POINT (442767.9398 47106.0362)
ZOS_NV_PNT_JAME.14135,48343,,Mar 6 (Markovščina),Brezno,geomorfp,državni,3,425068,45236,POINT (425067.5871 45236.2887999993)
ZOS_NV_PNT_JAME.14142,48350,,Gr 13 (Gropada),Poševno ali stopnjasto brezno,geomorfp,državni,3,411578,59087,POINT (411577.5999 59086.5730000008)
ZOS_NV_PNT_JAME.14148,48356,,Kč 1 (Kačiče),Poševno ali stopnjasto brezno,geomorfp,državni,3,418718,56546,POINT (418717.656 56546.4492000006)
ZOS_NV_PNT_JAME.14154,48362,,Jama v Dožcah,"Spodmol, kevdrc",geomorfp,državni,3,432801,128734,POINT (432801.1979 128733.525800001)
ZOS_NV_PNT_JAME.14160,48368,,Krvava luknja,Brezno,geomorfp,državni,3,506755,110846,POINT (506755 110846)
ZOS_NV_PNT_JAME.10053,44261,,Ždrocla 1,Brezno s snegom,geomorfp,državni,3,458698,47936,POINT (458698.1269 47935.8439000007)
ZOS_NV_PNT_JAME.10062,44270,,Brezno 4 v oddelku 13/b RJD,Brezno,geomorfp,državni,3,452578,58316,POINT (452578.2312 58315.9907000009)
ZOS_NV_PNT_JAME.10067,44275,,Brezno 5 v oddelku 20/e RJD,Brezno,geomorfp,državni,3,453193,57865,POINT (453193 57865)
ZOS_NV_PNT_JAME.10072,44280,,Brezno v oddelku 40/b ROK,"Poševno ali stopnjasto brezno, Brezno s stalnim ledom",geomorfp,državni,3,453631,45136,POINT (453631 45136)
ZOS_NV_PNT_JAME.8264,42472,,Jama v Velbanci,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,434103,66511,POINT (434103.1002 66511.3442000002)
ZOS_NV_PNT_JAME.8287,42495,,Malo brezno pri Brinovem griču,Brezno,geomorfp,državni,3,425679,91638,POINT (425679 91638)
ZOS_NV_PNT_JAME.8333,42541,,Špranja 1 pod Čelom,Brezno,geomorfp,državni,3,403899,133098,POINT (403898.6562 133098.121200001)
ZOS_NV_PNT_JAME.8361,42569,,Brezno na Ržišču,Poševno ali stopnjasto brezno,geomorfp,državni,3,464376,83091,POINT (464376 83091)
ZOS_NV_PNT_JAME.5964,40172,,Jama v Dolenjih lokah,Jama stalni ponor,geomorfp,državni,3,443504,79492,POINT (443504 79492)
ZOS_NV_PNT_JAME.5974,40182,,Velika Grajenka,Brezno,geomorfp,državni,3,497009,83145,POINT (497008.9421 83145.341)
ZOS_NV_PNT_JAME.5978,40186,,Velika Vratnica,Poševno ali stopnjasto brezno,geomorfp,državni,3,502020,79809,POINT (502020 79809)
ZOS_NV_PNT_JAME.5983,40191,,Srednji kevdrc v Bukovju,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,473485,85560,POINT (473485 85560)
ZOS_NV_PNT_JAME.5988,40196,,Kunčeva jama 1,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,440228,83867,POINT (440228.4532 83866.6537999995)
ZOS_NV_PNT_JAME.6534,40742,,Velika ledena jama v Paradani,"Poševno ali stopnjasto brezno, Jama s stalnim ledom",geomorfp,državni,2,410480,94971,POINT (410480 94971)
ZOS_NV_PNT_JAME.6542,40750,,Mala ledena jama v Paradani,Brezno s stalnim ledom,geomorfp,državni,3,410384,94854,POINT (410384 94854)
ZOS_NV_PNT_JAME.6547,40755,,Oprešnikova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,474979,111806,POINT (474979.4605 111806.3276)
ZOS_NV_PNT_JAME.6551,40759,,Jama v Kalah,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,479949,108296,POINT (479949.3875 108296.071699999)
ZOS_NV_PNT_JAME.6560,40768,,Brezno v Lisičji dolini,Brezno,geomorfp,državni,3,474709,109756,POINT (474709.3792 109756.2829)
ZOS_NV_PNT_JAME.6565,40773,,Severjevo brezno,Brezno,geomorfp,državni,3,475829,109186,POINT (475829.3636 109186.2304)
ZOS_NV_PNT_JAME.6570,40778,,Požiralnik 2 v Škofovem lomu,Jama občasni ponor,geomorfp,državni,3,442015,81451,POINT (442015.4496 81450.5405000001)
ZOS_NV_PNT_JAME.6575,40783,,Ledenica v Globoščaku,"Spodmol, kevdrc, Jama z občasnim ledom",geomorfp,državni,3,445992,72881,POINT (445992 72881)
ZOS_NV_PNT_JAME.6580,40788,,Globoka jama na Veliki gori,Brezno,geomorfp,državni,3,471962,64793,POINT (471962 64793)
ZOS_NV_PNT_JAME.6590,40798,,Brezno v kleti,Poševno ali stopnjasto brezno,geomorfp,državni,3,501029,83495,POINT (501028.9796 83495.2577)
ZOS_NV_PNT_JAME.18661,52869,,Brezno odmeva,Brezno,geomorfp,državni,3,484179,76917,POINT (484179 76917)
ZOS_NV_PNT_JAME.18665,52873,,Brezno pri Podgozdu 2,Brezno,geomorfp,državni,3,464036,87804,POINT (464036 87804)
ZOS_NV_PNT_JAME.18670,52878,,JFS 38,Brezno,geomorfp,državni,3,421320,44228,POINT (421320 44228)
ZOS_NV_PNT_JAME.18674,52882,,U25,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,429761,77348,POINT (429761 77348)
ZOS_NV_PNT_JAME.18680,52888,,Bor-Kan-13,Brezno,geomorfp,državni,3,383429,135243,POINT (383429 135243)
ZOS_NV_PNT_JAME.18691,52899,,Mojčino brezno za Ženčkom,Poševno ali stopnjasto brezno,geomorfp,državni,3,439591,84853,POINT (439591 84853)
ZOS_NV_PNT_JAME.18697,52905,,Zavetišče v Globokem dolu,"Spodmol, kevdrc",geomorfp,državni,3,400981,78005,POINT (400981 78005)
ZOS_NV_PNT_JAME.18704,52912,,Brezno nad Meglicami,Poševno ali stopnjasto brezno,geomorfp,državni,3,381210,134695,POINT (381210 134695)
ZOS_NV_PNT_JAME.18715,52923,,Ledena jama na Mesnovcu,Brezno s stalnim ledom,geomorfp,državni,3,417389,133264,POINT (417389 133264)
ZOS_NV_PNT_JAME.18718,52926,,Obcestni črv,Poševno ali stopnjasto brezno,geomorfp,državni,3,450544,56901,POINT (450544 56901)
ZOS_NV_PNT_JAME.18722,52930,,Oslovska jama,Vodoravna jama,geomorfp,državni,3,450116,59305,POINT (450116 59305)
ZOS_NV_PNT_JAME.18727,52935,,Brezno izgubljene stave,Poševno ali stopnjasto brezno,geomorfp,državni,3,542178,95193,POINT (542178 95193)
ZOS_NV_PNT_JAME.18732,52940,,Brezno pri Čmarjevi planini 1,Poševno ali stopnjasto brezno,geomorfp,državni,3,431352,132200,POINT (431352 132200)
ZOS_NV_PNT_JAME.18737,52945,,BRT 3 (Britmanca),Vodoravna jama,geomorfp,državni,3,437266,124208,POINT (437266 124208)
ZOS_NV_PNT_JAME.18741,52949,,BRT 9 (Britmanca),Poševno ali stopnjasto brezno,geomorfp,državni,3,437217,124407,POINT (437217 124407)
ZOS_NV_PNT_JAME.18746,52954,,Hom 5,Poševno ali stopnjasto brezno,geomorfp,državni,3,437891,123955,POINT (437891 123955)
ZOS_NV_PNT_JAME.18754,52962,,Brezno 2 na Kunču,Poševno ali stopnjasto brezno,geomorfp,državni,3,498261,64294,POINT (498261 64294)
ZOS_NV_PNT_JAME.18766,52974,,Debliške livade 2,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,494588,58247,POINT (494588 58247)
ZOS_NV_PNT_JAME.18771,52979,,Draga 3,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,505657,49439,POINT (505657 49439)
ZOS_NV_PNT_JAME.18776,52984,,Hlodovka,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,487205,53820,POINT (487205 53820)
ZOS_NV_PNT_JAME.18782,52990,,Jama s koritom na Stojni,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,486275,55498,POINT (486275 55498)
ZOS_NV_PNT_JAME.20034,54242,,Jama pod Primožem,Brezno,geomorfp,državni,3,500793,66103,POINT (500793 66103)
ZOS_NV_PNT_JAME.20038,54246,,Jama pri Radoški udornici 1,Brezno,geomorfp,državni,3,512012,62176,POINT (512012 62176)
ZOS_NV_PNT_JAME.20043,54251,,Jelenica 6,Brezno,geomorfp,državni,3,501570,60816,POINT (501570 60816)
ZOS_NV_PNT_JAME.8130,42338,,Krnica,Brezno,geomorfp,državni,3,469837,82562,POINT (469836.6781 82562.0250000004)
ZOS_NV_PNT_JAME.8132,42340,,Požiralnik Raščice na Brdavsovem,Jama občasni ponor ob stalnem toku,geomorfp,državni,3,472915,79747,POINT (472915 79747)
ZOS_NV_PNT_JAME.8147,42355,,Jama pri Kravjeku,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,439203,66886,POINT (439203.2149 66886.2602999993)
ZOS_NV_PNT_JAME.8151,42359,,Jama v strugi Lipovca,Brezno občasni ponor,geomorfp,državni,3,513691,81514,POINT (513691 81514)
ZOS_NV_PNT_JAME.8156,42364,,V pečinah,"Spodmol, kevdrc",geomorfp,državni,3,515579,81075,POINT (515579.1233 81074.9614000004)
ZOS_NV_PNT_JAME.8168,42376,,Tancekov prepad,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,425629,140488,POINT (425629.4594 140487.891000001)
ZOS_NV_PNT_JAME.8174,42382,,Razstreljeno brezno,Brezno,geomorfp,državni,3,481381,83398,POINT (481381 83398)
ZOS_NV_PNT_JAME.8179,42387,,Lučka jama 2,"Spodmol, kevdrc",geomorfp,državni,3,478661,86511,POINT (478661 86511)
ZOS_NV_PNT_JAME.8185,42393,,Brezno v Prestrani,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,480883,84811,POINT (480883 84811)
ZOS_NV_PNT_JAME.8192,42400,,Spodmol v Zijavki,"Spodmol, kevdrc",geomorfp,državni,3,419773,50111,POINT (419772.5838 50111.3781000003)
ZOS_NV_PNT_JAME.8198,42406,,Miklajčevo brezno,Poševno ali stopnjasto brezno,geomorfp,državni,3,418478,97387,POINT (418478.2707 97387.1429999992)
ZOS_NV_PNT_JAME.8204,42412,,Lisičja luknja,"Spodmol, kevdrc",geomorfp,državni,3,423778,95187,POINT (423778.4575 95187.0026999991)
ZOS_NV_PNT_JAME.8212,42420,,Grda jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,455628,49505,POINT (455628 49505)
ZOS_NV_PNT_JAME.8217,42425,,Izolansko brezno,Vodokazno brezno,geomorfp,državni,3,395537,45477,POINT (395537.223 45476.7602999993)
ZOS_NV_PNT_JAME.8222,42430,,Jama v peklu,Jama s stalnim tokom,geomorfp,državni,3,498072,47159,POINT (498072 47159)
ZOS_NV_PNT_JAME.8226,42434,,Spodmol v Slatnah,"Spodmol, kevdrc",geomorfp,državni,3,437203,65411,POINT (437203.1479 65411.2608000003)
ZOS_NV_PNT_JAME.8231,42439,,Brezno 1 v Kosmaču,Brezno,geomorfp,državni,3,440428,65136,POINT (440428.2038 65136.2046000008)
ZOS_NV_PNT_JAME.17681,51889,,Zavetišče v divjini,"Spodmol, kevdrc",geomorfp,državni,3,412301,66074,POINT (412300.6724 66073.6558999997)
